0	2476
1	2880
2	1340
3	2953
4	2427
5	1772
6	1384
7	1190
8	1103
9	1098
10	963
11	953
12	864
13	782
14	674
15	575
16	599
17	520
18	522
19	517
20	470
21	447
22	454
23	404
24	370
25	333
26	297
27	297
28	251
29	224
30	238
31	226
32	206
33	194
34	197
35	173
36	149
37	142
38	143
39	118
40	98
41	132
42	121
43	101
44	104
45	82
46	95
47	91
48	82
49	80
50	81
51	64
52	61
53	74
54	56
55	53
56	59
57	59
58	48
59	53
60	45
61	33
62	44
63	51
64	43
65	40
66	30
67	28
68	27
69	35
70	38
71	32
72	24
73	29
74	43
75	27
76	26
77	19
78	29
79	30
80	29
81	23
82	23
83	15
84	21
85	23
86	21
87	17
88	18
89	14
90	24
91	17
92	18
93	17
94	20
95	22
96	17
97	17
98	27
99	9
100	9
101	16
102	8
103	21
104	9
105	9
106	9
107	14
108	11
109	8
110	14
111	6
112	12
113	11
114	7
115	14
116	5
117	7
118	26
119	10
120	10
121	8
122	10
123	8
124	3
125	13
126	12
127	9
128	5
129	11
130	7
131	10
132	10
133	10
134	5
135	7
136	3
137	2
138	6
139	7
140	6
141	6
142	5
143	3
144	9
145	5
146	6
147	12
148	5
149	7
150	8
151	6
152	8
153	4
154	3
155	3
156	4
157	4
158	5
159	6
160	2
161	4
162	7
163	5
164	4
165	5
166	4
167	1
168	5
169	3
170	7
171	3
172	4
173	3
174	2
175	5
176	4
177	4
178	5
179	3
180	6
182	4
184	5
185	6
186	4
187	4
188	7
189	8
190	1
191	2
192	3
193	3
194	2
195	7
196	5
197	5
198	5
199	1
201	1
202	6
203	4
204	2
205	2
206	5
207	2
208	1
209	2
210	2
211	7
212	1
213	2
215	1
216	3
218	1
219	3
220	4
221	3
222	1
223	1
224	3
225	1
226	1
227	2
228	3
229	4
231	2
232	1
233	2
234	3
235	2
236	2
237	3
238	5
239	1
240	5
241	3
242	3
243	2
244	4
245	3
246	3
247	2
248	1
251	3
252	1
254	4
255	3
256	1
257	2
258	1
259	4
261	2
264	3
266	3
267	1
268	1
269	2
270	3
271	2
272	1
274	2
275	1
277	4
278	3
279	3
283	1
284	2
285	2
287	1
