288	2
289	1
290	1
291	2
292	3
293	4
295	1
296	1
297	3
300	1
301	1
302	2
303	2
304	1
306	2
307	3
308	1
309	1
312	2
313	1
315	1
317	1
318	1
320	2
321	1
323	1
324	2
325	1
326	2
330	1
333	1
335	1
339	1
340	1
341	1
342	1
344	1
345	2
346	1
347	1
348	1
350	3
352	1
353	1
354	1
355	1
356	2
358	1
360	1
361	3
362	1
363	1
365	2
366	4
367	1
368	1
369	1
371	2
373	1
375	1
378	1
380	1
384	1
387	1
388	1
389	2
390	1
391	3
392	2
395	1
396	2
399	2
401	1
404	1
405	1
406	1
407	1
413	1
415	3
416	2
419	1
420	3
422	1
425	1
428	2
429	1
430	1
432	1
433	2
437	2
438	1
441	1
443	1
447	2
449	1
450	1
451	1
454	2
455	1
456	1
457	1
458	1
459	1
460	1
462	2
463	1
464	1
465	2
466	1
469	1
471	2
472	1
474	1
475	2
476	1
477	1
481	1
484	1
494	1
495	1
499	3
502	1
505	1
506	1
507	4
509	1
519	2
520	2
521	1
522	1
524	1
533	1
537	1
538	1
539	1
541	1
543	2
544	1
546	1
548	1
552	1
558	1
559	1
565	1
567	1
568	1
569	1
572	1
573	1
578	2
579	1
580	1
584	1
585	1
587	2
588	2
591	1
594	1
595	3
601	1
602	1
606	1
607	1
608	1
611	1
617	1
619	1
621	1
622	1
630	1
631	1
632	1
635	1
639	1
643	2
644	2
647	1
651	1
653	2
656	1
657	1
660	2
662	2
663	2
665	1
676	1
677	1
681	2
682	1
683	1
684	1
687	1
688	1
697	1
698	1
699	1
703	1
707	1
712	1
714	1
715	1
717	1
718	1
720	2
724	1
732	1
733	1
741	1
745	1
751	1
758	1
759	1
761	1
765	1
766	1
769	1
773	1
775	3
776	1
777	2
780	1
782	1
785	1
791	2
797	2
798	2
799	2
804	1
808	1
810	1
811	1
817	1
820	1
827	1
830	1
831	2
832	1
834	1
840	1
841	1
842	1
844	1
851	1
852	2
853	1
857	1
863	1
864	1
867	1
869	1
876	1
879	1
882	1
894	1
901	1
903	1
907	1
909	1
910	1
912	1
920	2
921	1
922	1
928	2
932	1
934	1
935	1
942	1
959	1
976	1
978	1
988	1
991	2
997	1
1026	1
1034	1
1035	1
1037	1
1042	1
1049	1
1050	1
1060	1
1066	1
1070	1
1080	1
1081	1
1087	1
1088	2
1098	1
1101	1
1109	1
1121	1
1131	1
1137	2
1147	1
1148	1
1169	1
1172	1
1174	1
1188	1
1207	1
1216	1
1220	1
1222	1
1223	1
1225	1
1230	1
1234	1
1237	2
1256	2
1295	1
1298	1
1304	1
1317	2
1319	1
1331	1
1332	1
1341	1
1343	1
1354	1
1355	1
1365	2
1368	1
1380	1
1383	1
1385	1
1420	1
1424	1
1425	1
1428	1
1434	1
1449	1
1465	1
1477	1
1502	1
1507	1
1510	1
1516	1
1518	1
1522	1
1523	1
1524	1
1544	1
1550	1
1568	1
1583	1
1614	1
1616	1
1639	1
1649	1
1652	1
1654	1
1670	1
1676	2
1689	1
1703	1
1716	1
1744	1
1747	1
1750	1
1769	1
1776	1
1792	1
1800	1
1806	1
1820	1
1822	1
1839	1
1866	1
1882	1
1922	1
1933	1
1945	1
1980	1
1986	1
2013	1
2029	1
2041	1
2048	1
2051	1
2056	1
2080	1
2083	1
2096	1
2108	1
2118	1
2119	1
2129	1
2143	1
2164	1
2168	1
2187	1
2205	1
2225	1
2265	1
2267	1
2323	1
2352	1
2398	1
2403	1
2416	1
2426	1
2427	1
2430	1
2447	1
2472	1
2479	1
2497	1
2504	1
2523	1
2525	1
2563	1
2573	1
2592	1
2613	1
2621	1
2640	1
2663	1
2673	2
2695	1
2733	1
2772	1
2773	1
2797	1
2803	1
2805	1
2848	1
2851	1
2879	1
2893	1
2924	1
2928	1
2937	1
2961	1
3018	1
3046	1
3051	1
3054	1
3057	1
3083	1
3117	1
3179	1
3181	2
3194	1
3209	1
3221	1
3272	1
3298	1
3307	1
3366	1
3433	1
3445	1
3490	1
3557	1
3597	1
3621	1
3628	1
3731	1
3827	1
3835	1
3846	1
3921	1
3979	1
4056	1
4114	1
4176	1
4313	1
4322	1
4346	1
4390	1
4413	1
4441	1
4475	1
4485	1
4510	1
4537	1
4590	1
4652	1
4777	1
4990	1
5072	1
5140	1
5230	1
5406	1
5443	1
5491	1
5611	1
5847	1
5865	1
5870	1
5997	1
6053	1
6566	1
6757	1
6894	1
6978	1
7034	1
7269	1
7524	1
7667	1
8441	1
8445	1
8525	1
8709	1
8996	1
9020	1
9256	1
9275	1
9505	1
9547	1
9684	1
9763	1
9765	1
9970	1
10211	1
10526	1
11042	1
11957	1
12806	1
13236	1
13997	1
14041	1
14971	1
16066	1
16767	1
17020	1
17077	1
17793	1
21415	1
23663	1
25171	1
25233	1
28243	1
28278	1
28967	1
29206	1
29247	1
31492	1
32302	1
33548	1
33713	1
34861	1
35517	1
35812	1
35949	1
36236	1
36538	1
36957	1
39348	1
39350	1
39960	1
40968	1
41198	1
42961	1
43167	1
44279	1
44431	1
45376	1
45972	1
46159	1
46576	1
48103	1
52867	1
57184	1
58296	1
58550	1
60478	1
61184	1
62586	1
63900	1
64969	1
65237	1
66061	1
68095	1
69628	1
70226	1
70688	1
71094	1
72134	1
75295	1
75893	1
76804	1
77460	1
78255	1
78472	1
79673	1
79838	1
79973	1
80326	1
81066	1
81408	1
81697	1
82439	1
83787	1
84116	1
87553	1
87691	1
91136	1
91953	1
99704	1
101126	1
107497	1
137843	1
139162	1
139492	1
139954	1
144133	1
152148	1
153784	1
159602	1
159897	1
161460	1
162932	1
163835	1
166460	1
166580	1
166610	1
168863	1
171268	1
172326	1
181216	1
185256	1
185844	1
204435	1
216767	1
231301	1
232106	1
239429	1
245558	1
258457	1
273523	1
285651	1
293897	1
296205	1
299165	1
317181	1
318795	1
324811	1
326238	1
327053	1
335861	1
339573	1
345014	1
388768	1
400052	1
410991	1
412797	1
418908	1
430543	1
442609	1
448134	1
451035	1
485899	1
493086	1
509742	1
515278	1
521582	1
583924	1
593846	1
596504	1
604134	1
606805	1
615676	1
628211	1
677145	1
688027	1
689974	1
755423	1
811916	1
826453	1
840076	1
869123	1
876371	1
900430	1
941347	1
956323	1
1004312	1
1038864	1
1044246	1
1048288	1
1099252	1
1157198	1
1167772	1
1308631	1
1327565	1
1494117	1
1590994	1
1664959	1
1709650	1
1711380	1
1878952	1
2059661	1
2075047	1
2756193	1
2832448	1
3169110	1
3607598	1
3629669	1
5152091	1
15838892	1
227225757	1
