0	509
1	789
2	311
3	749
4	645
5	606
6	440
7	333
8	275
9	283
10	253
11	238
12	242
13	228
14	230
15	191
16	218
17	167
18	179
19	167
20	163
21	151
22	142
23	149
24	122
25	122
26	106
27	101
28	110
29	92
30	111
31	93
32	77
33	77
34	86
35	76
36	75
37	72
38	46
39	61
40	54
41	51
42	68
43	57
44	52
45	65
46	63
47	38
48	33
49	54
50	38
51	32
52	37
53	35
54	46
55	39
56	23
57	32
58	28
59	30
60	24
61	24
62	29
63	31
64	23
65	38
66	21
67	18
68	21
69	19
70	19
71	20
72	18
73	18
74	11
75	9
76	14
77	16
78	18
79	11
80	16
81	15
82	13
83	22
84	17
85	12
86	13
87	10
88	6
89	11
90	9
91	10
92	10
93	14
94	5
95	6
96	9
97	7
98	8
99	9
100	8
101	7
102	11
103	8
104	11
105	11
106	5
107	4
108	5
109	6
110	9
111	8
112	9
113	7
114	7
115	5
116	5
117	2
118	7
119	6
120	5
121	8
122	2
123	8
124	5
125	10
126	7
127	1
128	2
129	8
130	3
131	7
132	3
133	4
134	6
135	1
136	3
137	7
138	3
139	4
140	4
141	4
142	4
144	3
145	4
146	3
147	1
148	1
149	2
150	3
151	3
152	5
153	4
154	4
155	4
156	1
157	2
158	4
159	2
160	2
161	4
163	1
165	3
166	2
167	1
168	1
169	2
170	6
171	4
173	1
174	2
175	3
176	4
177	2
178	2
179	2
180	1
181	4
182	3
183	4
184	4
185	2
186	3
187	2
188	3
189	1
190	2
192	4
193	2
195	4
196	3
197	1
198	2
199	2
200	1
202	2
205	1
207	1
210	1
213	2
215	1
216	2
217	2
218	1
220	2
221	2
223	2
224	1
225	2
226	2
227	1
228	2
229	1
231	1
233	1
234	1
235	1
237	3
238	1
242	2
243	2
247	1
248	3
249	2
251	2
252	1
253	1
256	1
257	1
258	2
259	1
260	1
262	1
263	1
265	1
268	1
271	2
273	1
274	1
278	2
281	2
282	1
285	1
287	3
289	1
290	2
291	2
294	1
295	2
298	1
301	1
305	2
309	1
310	1
311	1
312	1
314	1
315	1
317	2
319	2
321	2
322	1
323	1
325	2
326	1
327	1
330	1
331	1
334	1
338	1
345	1
347	1
351	2
354	2
356	2
361	1
371	1
373	1
379	1
380	1
384	1
393	2
394	1
396	1
400	1
406	1
407	1
411	1
412	1
425	1
432	1
433	1
435	1
441	1
445	1
448	1
459	1
461	1
463	1
466	1
472	1
477	1
494	1
495	1
497	1
510	1
512	1
523	1
526	1
527	1
542	1
543	1
546	1
553	1
559	1
562	1
563	1
569	3
583	1
598	1
609	1
611	1
627	1
631	1
637	1
642	1
643	1
646	1
657	1
658	1
709	1
714	1
716	1
730	1
744	1
746	1
756	1
767	1
770	1
772	1
789	1
792	1
798	1
807	1
813	1
833	1
854	1
868	1
885	1
887	1
900	1
928	1
947	1
958	1
960	1
1001	1
1014	1
1035	1
1075	1
1091	1
1117	1
1122	1
1203	1
1252	1
1294	1
1303	1
1381	1
1476	1
1503	1
1509	1
1513	1
1515	1
1536	1
1714	1
1777	1
1828	1
1874	1
1944	1
2021	1
2023	1
2126	1
2189	1
2380	1
2407	1
2467	1
2862	1
3571	1
3673	1
3924	1
4475	1
4502	1
4588	1
4708	1
4736	1
4782	1
4804	1
4805	1
5380	1
5443	1
5847	1
6099	1
6162	1
6304	1
6831	1
6997	1
7371	1
7475	1
7836	1
7877	1
7979	1
8004	1
8880	1
9555	1
10743	1
12201	1
12243	1
12487	1
12547	1
15881	1
17120	1
19632	1
27075	1
28355	1
28592	1
29983	1
31846	1
39833	1
42487	1
44192	1
53805	1
55682	1
58249	1
59486	1
60490	1
62257	1
64610	1
64855	1
65033	1
65805	1
67126	1
68815	1
69163	1
72181	1
74249	1
74696	1
76442	1
77474	1
78075	1
79643	1
79650	1
80533	2
80538	1
81642	1
82222	1
82995	1
84076	1
84885	1
85350	1
85614	1
87111	1
87161	1
87827	1
88995	1
90235	1
91037	1
94426	1
96624	1
96742	1
105696	1
120929	1
127712	1
146288	1
147161	1
150490	1
150882	1
151879	1
152365	1
152694	1
161545	1
164759	1
164844	1
166960	1
168608	1
170368	1
171833	1
249994	1
253498	1
261174	1
264002	1
265802	1
303840	1
303987	1
308360	1
319407	1
335592	1
338057	1
338476	1
354526	1
359031	1
385797	1
387405	1
418055	1
500691	1
511913	1
514013	1
531915	1
569427	1
857280	1
877999	1
884014	1
1056220	1
1240185	1
1546910	1
1636752	1
2489932	1
286023517	1
