04	0.6714
05	0.7474
06	0.7289
07	0.7312
08	0.7029
10	0.6622
11	0.6162
12	0.6703
13	0.6804
14	0.6940
15	0.7196
16	0.7162
17	0.6703
21	0.7576
34	0.6958
35	0.7361
