0	1677
1	1752
2	918
3	2081
4	1785
5	1405
6	935
7	807
8	726
9	706
10	699
11	576
12	469
13	442
14	375
15	357
16	355
17	314
18	274
19	282
20	262
21	259
22	233
23	234
24	203
25	162
26	178
27	144
28	150
29	154
30	139
31	102
32	96
33	93
34	108
35	76
36	64
37	61
38	67
39	58
40	46
41	48
42	47
43	41
44	45
45	29
46	42
47	25
48	31
49	18
50	24
51	23
52	24
53	21
54	21
55	12
56	12
57	14
58	15
59	15
60	17
61	13
62	12
63	12
64	9
65	13
66	11
67	5
68	12
69	6
70	5
71	8
72	12
73	10
74	5
75	6
76	7
77	6
78	7
79	8
80	5
81	9
82	1
83	6
84	9
85	6
86	7
87	6
88	7
89	7
90	8
91	4
92	4
93	1
94	5
95	5
96	1
97	4
98	5
99	4
100	3
101	5
102	4
103	4
104	9
105	3
106	4
107	5
108	7
109	4
111	3
112	1
113	3
114	2
115	3
116	4
117	5
118	3
119	4
120	2
121	1
122	5
123	1
124	1
126	3
127	3
128	1
129	4
131	6
133	4
134	3
135	1
136	1
137	2
138	2
139	1
140	2
141	1
142	1
143	3
144	1
145	4
146	3
147	3
148	2
149	3
150	1
151	3
152	1
153	5
154	2
155	4
157	2
158	5
159	2
160	1
161	1
163	2
165	1
166	2
167	2
168	1
170	3
171	2
172	1
174	2
175	2
176	2
177	2
178	1
179	1
180	1
181	1
182	1
183	2
185	2
186	2
187	2
188	2
191	3
192	1
193	1
194	2
195	2
196	4
199	3
200	2
201	2
202	1
203	2
207	3
208	2
209	2
210	1
212	1
213	1
214	1
215	1
216	1
217	1
218	1
219	1
220	1
221	2
222	2
224	1
225	1
226	1
227	1
228	1
231	1
234	2
235	1
238	2
239	1
240	1
241	1
242	2
243	1
245	2
246	1
247	1
249	1
250	3
251	1
252	2
254	1
255	1
256	2
257	1
258	2
260	1
261	1
262	1
263	1
264	1
266	2
268	1
270	1
271	1
278	1
279	2
281	1
282	2
292	1
295	2
296	3
300	1
304	1
308	1
309	2
310	2
316	1
322	1
327	1
330	1
336	1
337	2
339	1
343	2
345	1
346	1
347	2
348	1
351	1
357	1
366	1
367	2
370	1
374	1
376	1
382	1
391	1
393	2
395	3
402	1
403	2
405	1
406	1
408	1
415	1
420	1
425	2
426	1
427	1
429	1
431	1
435	1
438	1
439	1
441	1
443	1
445	1
450	1
452	1
459	2
466	1
467	1
469	1
470	1
471	1
474	1
481	1
482	1
483	1
487	1
488	1
489	1
490	1
492	1
498	2
501	1
503	1
512	1
513	1
516	1
517	1
524	1
525	2
526	1
529	1
537	1
539	1
540	1
543	1
547	1
549	1
550	1
552	1
554	2
570	1
573	1
585	1
599	1
603	1
605	1
611	1
616	1
627	1
633	1
636	1
640	1
651	1
656	1
670	1
698	1
718	1
763	1
766	1
823	1
824	1
831	1
847	1
859	1
906	1
925	1
941	1
991	1
996	1
1000	1
1034	1
1065	1
1075	1
1079	1
1085	1
1110	1
1133	1
1148	1
1188	1
1192	1
1234	1
1273	1
1288	1
1355	1
1407	1
1413	1
1451	1
1495	1
1727	1
1820	1
1865	1
1933	1
2291	1
2318	1
2329	1
2339	1
2897	1
3350	1
3667	1
4564	1
4567	1
4957	1
5047	1
5390	1
6079	1
6420	1
8085	1
9379	1
11001	1
11262	1
11749	1
14403	1
18468	1
19639	1
21577	1
23913	1
24240	1
26736	1
26746	1
27291	1
27878	1
34496	1
36358	1
36898	1
37057	1
37593	1
38816	1
42473	1
43122	1
47845	1
48150	1
50504	1
51798	1
53903	1
56104	1
57702	1
59006	1
66536	1
67511	1
71434	1
72240	1
72388	1
72986	1
73121	1
75025	1
75342	1
77729	1
77981	1
78339	1
78620	1
78875	1
79050	1
79087	1
79436	1
79731	1
80252	1
80256	1
80317	1
80452	1
80654	1
81402	1
81991	1
82030	1
82562	1
82991	1
83243	1
83580	1
84309	1
84712	1
84866	1
85025	1
85066	1
85362	1
85538	1
85705	1
89245	1
90320	1
91747	1
92863	1
95861	1
96138	1
96398	1
99380	1
99714	1
100568	1
101185	1
101907	1
102813	1
104812	1
113158	1
115741	1
120678	1
123981	1
130914	1
147093	1
150002	1
150038	1
151328	1
153591	1
161388	1
161818	1
169463	1
170668	1
171620	1
174337	1
174785	1
175533	1
176168	1
177749	1
177964	1
183233	1
185877	1
186317	1
200292	1
240852	1
248251	1
249687	1
250018	1
250542	1
252522	1
253082	1
254305	1
254616	1
255297	1
257396	1
260964	1
261161	1
293275	1
329824	1
332199	1
336385	1
340946	1
341622	1
352144	1
420674	1
423348	1
429003	1
434549	1
437909	1
440059	1
498379	1
500498	1
513918	1
517336	1
552627	1
583636	1
596563	1
603464	1
605253	1
607762	1
613501	1
629782	1
776381	1
1081416	1
1207350	1
1480604	1
1797880	1
2246488	1
2412968	1
4304216	1
7347110	1
31452641	1
225668373	1
